S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2013-2014,Andhra Pradesh,010270255,(BREADS) BHASKAR RURAL EDUCATION AND AGRICULTURE DEVELOPMENT SOCIETY.,H.No.MIG-35AP.HOUSING BOARdNOONEPALLI -POSTNANDYALKURNOOL -Dist.NANDYAL518502,0.00
2,2013-2014,Andhra Pradesh,010380020,4 THE PEOPLE SERVICE ORGANISATION,HNO 44-1-14B 1ST FLOOR SANTHINAGAR KAILASAPURAM ROAD SKML DEGREE COLLEGE THATICHETLAPALEMVISAKHAPATNAM530024,0.00
3,2013-2014,Andhra Pradesh,010260018,A M G India International,"DOOR NO: 5/728 
NH-16 MAIN ROAD
AMG PREM VIHAR CHILDREN HOME CAMPUSCHILAKALURIPET522616",609042900.82
4,2013-2014,Andhra Pradesh,010350156,A Welfare Society of Guide,Arakuvalley VisakhaptnamAndhra Pradesh-,0.00
5,2013-2014,Andhra Pradesh,010330166,A.P. Rural Reconstruction and General Social Welfare Society,Sainagar-stret-Near Sai Baba Temple Podili RoadDarsi523247,0.00
6,2013-2014,Andhra Pradesh,010140004,A.P.Rural Reconstruction Mission,1-69 Besides KBR Hills  Cross Roads PilegChittoor Andhra Pradesh-517214,0.00
7,2013-2014,Andhra Pradesh,010160220,Aapi- Tana Hospital Trust,Ellayipalle(V) Mukkavarilpalle PO Obuvalipalli CuddapahAP-,864119.00
8,2013-2014,Andhra Pradesh,010270189,Aaron Foundation Mission,Near Govt. Junior College Pathikonda KurnoolAndhra Pradesh-518380,2579421.02
9,2013-2014,Andhra Pradesh,010370075,AASRA (Association for Active Service in Rural Areas),#6-140/A 7th Lane Babametta Dwaraka Nagara VizianagaramVizianagaram535002,0.00
10,2013-2014,Andhra Pradesh,010260244,Abba Aims Society,D No 32-14-10A Kanchana ComplexMogalrajapuram Vijayawada,0.00
11,2013-2014,Andhra Pradesh,010180233,ABDUL KALAM MINORITY EDUCATIONAL SOCIETY,Ashramam Street.Chinthalapudi534460,0.00
12,2013-2014,Andhra Pradesh,010180219,ABHAYA CHARITABLE TRUST,SURYA RESIDENCY FLAT NO 509OPP BSNL OFFICEAGRAHARAMELURU534001,600.00
13,2013-2014,Andhra Pradesh,010140437,ABHAYA KSHETHRAM CHARITABLE TRUST,BISMILLA NAGAR NEAR RAILWAY GATE RENIGUNTATIRUPATI517520,1462214.31
14,2013-2014,Andhra Pradesh,010370081,abhimani foundation,tarakarama colonybobbili535558,0.00
15,2013-2014,Andhra Pradesh,010260388,ABHIVRUDHI MAHILA SANGAM,30/426 MUSTHAKHANPETMACHILIPATNAM521001,0.00
