S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2013-2014,Kerala,052850309,A-1 Poor Fund Foundation Of India,Vattekkunnam Edappally Northo P.o. CochinKerala-682024,0.00
2,2013-2014,Kerala,052880167,A.M.FOUNDATION CHARITABLE TRUST,PANNIKODE P.O MUKKOM VIA KOZHIKODEKOZHIKODE673602,0.00
3,2013-2014,Kerala,052910194,Abhaya,Kerala   -,2018988.80
4,2013-2014,Kerala,052930215,Abhaya Bhavan Society,Tiruvalla Muthoor PathanamthittaKerala  - 689 101-,5392.00
5,2013-2014,Kerala,052960033,ABHAYAM CHARITABLE TRUST,SHELTER FOR DESTITUTE WOMEN MEN AND CHILDREN VADAKKUM BHAGOM ERAVIPURAM POKOLLAM691011,1028824.00
6,2013-2014,Kerala,052910230,Ability Aids India International,5-B Windsor Mansions  Kuravankonam695003,3575786.62
7,2013-2014,Kerala,052910343,Action council Vellarada,ACL Building Vellarada TrivandrumKerala-695505,88824.00
8,2013-2014,Kerala,052850473,Adarsh,17/298Anchari Madam Elamana Road TripumithuraKochi-Kerala-682301,328142.00
9,2013-2014,Kerala,052880159,Adhwana Kerala Forum of Partners in Functional Vocational Training,HOUSE NO. 1/1188A KOYON HOUSE KODUVALLY VAYAL WEST HILL POKOZHIKODE673005,1589140.00
10,2013-2014,Kerala,052870358,ADIVASI DALIT WOMEN EMPOWERMENT STUDY CENTRE,CENTADS BUILDING I 34 MELUKAVUMATTOM P O  MELUKAVUKOTTAYAM686652,934700.00
11,2013-2014,Kerala,052870169,Adoration Congn Provincial House,SANGIOVANNI ADORATION PROVINCIALATE ADORATION CONGN PROVINCIAL HOUSE KUNNAMBHAGAM KANJIRAPPALLY-686507KANJIRAPPALLY686507,272381.73
12,2013-2014,Kerala,052870205,Adoration Congregation,Rita Bhavan Koothrapally P.o.Kottayam-686 540-,6479728.83
13,2013-2014,Kerala,052850072,Adoration Generalate Cenacle,U.c. College Aluva P.o.Ernakulam -683 102-,473900.00
14,2013-2014,Kerala,052870123,Adoration Monastery, Chelacombu P.o. NedumkunnamKottayam -686 540-,954392.00
15,2013-2014,Kerala,052850203,Adoration Novitiate Convent,Thrikkakana Po Kochi ErnakulamKerala-682021,80000.00
16,2013-2014,Kerala,052960014,Adorers Womens Welfare Kerala,Sisters of Adorers Infant Jesus Convent Moothakara KollamKerala-691013,1952828.00
17,2013-2014,Kerala,052870329,Adorno CRM Society,Adorno AshramMallikassery Poovarany KottayamKerala-686577,15855672.00
18,2013-2014,Kerala,052850287,Agape Child Centre,West Vengala PerumbavoorErnakulam-,7605365.65
19,2013-2014,Kerala,052930225,Agape India Gospel Outreach Ministries,Agape Rock Hill Thumpamon P.O   PathanamthittaKerala-689505,2530285.00
