S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2016-2017,Nagaland,164780015,AGAPE YOUTH WELFARE ORGANISATION (AYWO),TOURIST COLONY POST BOX- 20WOKHA TOWN797111,0.00
2,2016-2017,Nagaland,164740006,Akhoia Village Farmer Society,Akhoia Village MokokchungNagaland.-,0.00
3,2016-2017,Nagaland,164730021,Anma Integrated Development Association,P.Box No.40 DimapurNagaland-797112,26890849.56
4,2016-2017,Nagaland,164730083,Asia Evangelistic Fellowship,PO Box - 111 2  1/2 Mile Near Kin School DimapurNagaland-797112,4752664.00
5,2016-2017,Nagaland,164730145,Asia Soul Winners,Hospital ColonyKOHIMA797001,1332384.29
6,2016-2017,Nagaland,164730060,Bethesda Youth welfare Centre,Post Box -3194-Duncan Basti DimapurNagaland-79712,1598007.00
7,2016-2017,Nagaland,164730172,Better Life Foundation,H No 23A Sangtamtilla VillageDimapur797112,0.00
8,2016-2017,Nagaland,164740012,Care and Support Society,Post Box No 65Mokokchung798601,0.00
9,2016-2017,Nagaland,164730067,Care-Centre for Environment and Rural Poor,Post Box # 416United North Block Sector-BA-Mao ColonyBurma CampKK RoadDimapur Nagaland.-797112,0.00
10,2016-2017,Nagaland,164730094,Carmel Bhawan,P.B.68 Dimapur Nagaland -797112,6418616.00
11,2016-2017,Nagaland,164770002,Chakhesang Baptist Church Council, T.ChikhariPfustero-797107,0.00
12,2016-2017,Nagaland,164730170,CHERRY BLOSSOMS SOCIETY,LIERIE CHAZOU POST BOX 658 HOUSE NO.161KOHIM797001,0.00
13,2016-2017,Nagaland,164760008,CHING LEN FOUNDATION,ADC COLONY TOMPANG WARD NO 10MON798621,0.00
14,2016-2017,Nagaland,164730017,Clark Theological College,Aolijen MokokchungNagaland-,873864.00
15,2016-2017,Nagaland,164730139,Clivia Welfare Society,H.No. 21 Padum Pukhuri DimapurDimapur P.O.797112,0.00
16,2016-2017,Nagaland,164730124,COMMUNITY AWARENESS AND DEVELOPMENT FOUNDATION,CAD FOUNDATION OFFICE OPP. WEST POLICE COLONY No. 194 PWD ROADDIMAPUR797112,0.00
17,2016-2017,Nagaland,164730155,COMMUNITY EDUCATIONAL CENTRE SOCIETY,GRACE COLONY KUDA C NAGARJAN  POST BOX 443DIMAPUR797112,0.00
18,2016-2017,Nagaland,164730079,D.K.Enterprise Society,Medziphema Dimapur Nagaland -797106,0.00
19,2016-2017,Nagaland,164730024,Development Association of Nagaland,C/o Bishop's House P.O. Box No 3 Circular Road DimapurNagaland-797112,11836200.00
20,2016-2017,Nagaland,164730002,Diocese of Kohima,Bishop's House P..Box 3 Circular Road DimapurNagaland-797112,30796980.42
21,2016-2017,Nagaland,164730018,Don Bosco Book Centre,P.Box 43 DimapurNagaland-797112,0.00
22,2016-2017,Nagaland,164730064,Don Bosco Foundation for Education and Training,Don Bosco Provincial House  DimapurNagaland-797112,1801963.00
23,2016-2017,Nagaland,164730138,DON BOSCO VOCATIONAL TRAINING CENTRE,3rd MILE PB 40DIMAPUR797112,0.00
24,2016-2017,Nagaland,164730032,Eleutheros Christian Society,P.Box 51 Dist: TuensangNagaland-798612,597161.91
25,2016-2017,Nagaland,164730137,ENTREPRENEUR DEVELOPMENT AND INTEGRATED TRAINING INSTITUTE (EDITI),N.S.T. Building 2nd Floor.Kohima797001,0.00
26,2016-2017,Nagaland,164770015,EUREKA LIFE FOUNDATION,NEW COLONY PHEK TOWNPHEK797108,0.00
27,2016-2017,Nagaland,164730097,Faith Ministry Society,Nagagaon Colony Dimapur (Nagaland) -797112,0.00
28,2016-2017,Nagaland,164730072,Franciscan Clarist Society of North East,Clare Bhavan Kacharigaon PB No. 306Dimapur (Nagaland)-797112,7424975.22
29,2016-2017,Nagaland,164730156,FRIENDS OF THE POOR SOCIETY,HOUSE NO 116 UNB B BURMA CAMPDIMAPUR797112,854152.75
30,2016-2017,Nagaland,164730175,GALILEE WELFARE MINISTRY,CHUMIKEDIMA WARD-6 DIMAPUR NAGALANDDIMAPUR797103,0.00
31,2016-2017,Nagaland,164740008,Grace Society,P.W.D. Colony Chagtongya Town Mokokchung Nagaland -798613,740970.00
