S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2015-2016,Telangana,010250103,A Handicapped Service Foundation,H. No.5-6-169 Parsibandham Pakananda BazarKhammam (A.P.)-507001,0.00
2,2015-2016,Telangana,010230257,A.P. Joginies Welfare Samaikya,12-12-44 Kalani SitaphalmandiSecunderabad Andhra Pradesh -,3041557.83
3,2015-2016,Telangana,010230007,A.P. Voluntary Health Association,Secundrabad Andhra Pradesh -,0.00
4,2015-2016,Telangana,010230556,A.P.Mahila Samatha Society,Plot No. 39 Aravind Nagar Colony DomalgudaHyderabad (Andhra Pradesh)-500029,0.00
5,2015-2016,Telangana,010230845,AADARANA (The home for Orphaned and Needy students),Plot :74Krishna Nagar  ColonyBehind: Sri Sai Function HallSaroor NagarHyderabad500074,2403331.00
6,2015-2016,Telangana,010280063,Aadhaar Inclusive Development for Agriculture and Rural Infrastructure Development,H.No.5-135 Balmoor MandalBalmoor509401,0.00
7,2015-2016,Telangana,010230847,Aakruthi,#6-3-903/A/3 II Floor Suryanagar Colony Somaji guda Rajbhavan RoadHyderabad500082,11403000.00
8,2015-2016,Telangana,010230974,Aarohi,B-3 Subhagya Apartments 1-2-593 Gagan Mahal Colony DomalgudaHyderabad500029,0.00
9,2015-2016,Telangana,010230428,Aashray,309 Parthani Towers Golconda  X Roads MusheerabadHyderabad-  A.P.-500020,0.00
10,2015-2016,Telangana,010230621,Aashray,Sarvasukhi Colony West Marredpally SecunderabadHyderabad (Andhra Pradesh)-500026,0.00
11,2015-2016,Telangana,010220198,Aashray- Home Away from Home,H.No.29-491(old)29-614(new) New Vidya Nagar NeredmetRanga Reddy Andhra Pradesh-500056,0.00
12,2015-2016,Telangana,010230950,AASHRAYAM,PLOT NO 91 A BHAVANI NAGAR COLONY PEERAMCHERUVUGANDHAMGUDA500008,1373510.00
13,2015-2016,Telangana,368130005,Aashyam Parents Association,42-93/2 Plot No. 245 Jawahar Nagar Colony Moula-AliHyderabad500040,821000.00
