S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2012-2013,Madhya Pradesh,063210012,AAdharshila Sansthan,Post Box No.11  Marutal DamohDamoh470661,148869436.00
2,2012-2013,Madhya Pradesh,063350011,AADIVASI BAIGA VIKASH  UTTHAN  SAMITI,GAYATRI NAGAR WARD NO 20 DEODRAMANDLA481661,0.00
3,2012-2013,Madhya Pradesh,063160065,Aarambh Education & Community Development Society,52-C Inderpuri  B.H.E.L. BhopalMadhya Pradesh-462021,4111690.00
4,2012-2013,Madhya Pradesh,063180014,Abhar mahila samiti chhatrapur (m.p.),jawaher Road Bumani cheep Balon Ke Bagal Main Chhatarpur (m.p.)Chhatarpur471001,836201.00
5,2012-2013,Madhya Pradesh,063460028,ABHINAYTOSH MAHILA BAL VIKAS SAMITI,FPAI SEVA HOSPITAL PADMAKAR NAGAR MAKRONIASAGAR470004,0.00
6,2012-2013,Madhya Pradesh,063160120,Action For Social Advancement,Flat No. 80 Block No. 5 Green City E-8 Gulmohar ColonyArera Colony Bhopal M.P.-462039,42679664.00
7,2012-2013,Madhya Pradesh,063160182,Active society For Integarted Development And Management,HIG-137 k Sector Ayodhya Nagar BhopalBhopal462023,0.00
8,2012-2013,Madhya Pradesh,063280007,Adarsh Mahila Samaj Seva Shiksha Samitee,C/O New Model High School Mall Road MorarGwalior-,0.00
9,2012-2013,Madhya Pradesh,063300030,Adibasi Sevashram Trust,402Ishan Apt. 13/2 Snehlataganj  IndoreMP-452003,411854.00
10,2012-2013,Madhya Pradesh,063320013,Adivasi Chetna Shikshan Seva Samiti, JHabuaMP-457661,2956098.00
11,2012-2013,Madhya Pradesh,063320022,Adivasi Sahayta Samiti,Sunrise Hostel Infront of Government Arts collegeJobat457990,5249053.00
12,2012-2013,Madhya Pradesh,063140024,Adiwasi Sanrachana Seva Sansthan,Barbatpur Post Office and Tehsil - ShahpurBetul460440,2044189.00
13,2012-2013,Madhya Pradesh,063520007,Adrash Mahila Vikas Avem Vyawasaik Shiksha Sammiti,Arjun Nagar Uttar KarundiyaSidhi,0.00
14,2012-2013,Madhya Pradesh,063430005,Ahimsa Welfare Society,6 Maharastrian ColonyRajgarh465661,0.00
15,2012-2013,Madhya Pradesh,063120019,AISECT,SCOPE CAMPUS NH-12 HOSHANGABAD ROAD BHAIRONPUR NEAR MISRODBHOPAL462026,0.00
16,2012-2013,Madhya Pradesh,063480002,Aishwarya Social Welfare Society,Shanti Bhawan Bilkisganj(PO) SehoreMadhya Pradesh-466111,0.00
17,2012-2013,Madhya Pradesh,063160111,Akshat Health Help and Research Society,C/O Bhopal Charitable Hospital Noor Mahal Road Chowki ImambadaBhopal (Madhya Pradesh)-462001,42744.00
18,2012-2013,Madhya Pradesh,063320018,AL-JAMIA SAADAT-UL-ULOOM,Near Railway StationMeghnagar457779,148098.00
19,2012-2013,Madhya Pradesh,063320016,Alirajpur Shaiksainik Samajik Kendra,Don Bosco Bhawan 58 Maharana Pratap RoadAlirajpur Jhabua Madhya Pradesh-457887,0.00
20,2012-2013,Madhya Pradesh,063160151,All Peoples Development and Welfare Society,B-92 A-SectorVidya Nagar Hoshangabad RoadBhopal462026,0.00
21,2012-2013,Madhya Pradesh,063160095,Aman Education Society,16 Old Galla Bazar  ShahjahanabadBhopal (M.P.)-462001,0.00
22,2012-2013,Madhya Pradesh,063160145,Ambica Shiksha Samaj Kalyan Society,43B Ansal Pradhan EnclaveNear Dana Pani Restaurant E-8 Bawadiakala462039,0.00
23,2012-2013,Madhya Pradesh,063160031,Amla Social Service Centre,Jinsi jehangirabadBhopal462020,207500.00
24,2012-2013,Madhya Pradesh,063460030,ANAND CHRISTIAN SEVA SANSTHAN,238 CHRISTIAN COLONY MADHUKARSHAH WARD SAGAR MPSAGAR470001,0.00
25,2012-2013,Madhya Pradesh,063300088,Anand Service Society,E-K-133 Scheme No.54 Vijay Nagar IndoreMadhya Pradesh-452008,0.00
26,2012-2013,Madhya Pradesh,063500006,Ankur Pragatisheel Mahila Kendra,"""Gurjar Bhavan""Gayatri Nagar shajapurMadhya Pradesh-465001",0.00
27,2012-2013,Madhya Pradesh,063160117,Annapurna Vikas Samiti,H.No. 1 E.I.C. English SchoolCampus Kothi Bazar Betul460001,4580540.00
28,2012-2013,Madhya Pradesh,063470006,Anupama Education Society,Bharhut Nagar  SatnaMP-485001,4814333.00
29,2012-2013,Madhya Pradesh,063300114,APRAJITA MAHILA SANGH,121 ADARSH BIJASAN NAGAR PARDESIPURAINDORE452008,0.00
30,2012-2013,Madhya Pradesh,063160009,Archdiocese of Bhopal,33 Ahmedabad Palace Road BhopalMadhya Pradesh.-462001,11222494.00
31,2012-2013,Madhya Pradesh,063300090,Arihand Charitable Trust,283-A Gumasta Nagar Indore IndoreMadhya Pradesh-452009,0.00
32,2012-2013,Madhya Pradesh,063160158,AROGYA JAN KALYAN SANSTHA,79 HARSHWARDHAN COMPLEX MATA MANDIRBHOPAL462003,0.00
33,2012-2013,Madhya Pradesh,063460027,Arpit Chetna Vikas Seva Samity,Mission Compound Bina SagarBina Sagar470113,3487394.00
34,2012-2013,Madhya Pradesh,063160066,Arushi Society,969A Saket Nagar  Bhopal(M.P.) -462024,70430.00
35,2012-2013,Madhya Pradesh,063340013,Asha Gram  Trust,P.O. Barwani District- BarwaniM.P.-,0.00
36,2012-2013,Madhya Pradesh,063160012,Asha Niketan Hospital and Rehabilitation Centre,E/6Private Sector  Bhopal         -462016,29497.00
37,2012-2013,Madhya Pradesh,063160002,Asha Niketan Welfare Centre,E-6 Private Sector Arera ColonyBhopal-462016,7150106.40
38,2012-2013,Madhya Pradesh,063440010,Asha Nilaya Welfare Centre,90-A Railway Colony  RatlamM.P.-,0.00
39,2012-2013,Madhya Pradesh,063490011,Ashadeep Viklang Vikas Avam Kalyan Sangathan Seoni,Kabirward Dundaseoni  SeoniMadhya Pradesh-480661,0.00
40,2012-2013,Madhya Pradesh,063280040,Ashram Shanti Niketan Shiksha Samiti,Motilal Mill Road Birla NagarGwalior474004,0.00
41,2012-2013,Madhya Pradesh,063230009,Asra Samajik Lok Kalyan samiti Dewas,21/3 Moti Banglow ColonyDewas455001,1103004.00
42,2012-2013,Madhya Pradesh,063300006,Assn. Franciscan Sis St. Mary Angels,Post Office Road MhowM.P.-543441,8563476.48
43,2012-2013,Madhya Pradesh,063140013,Association for Community Transformation,S.E. 592 M.P.S.E.B. Hospital  Campus SarniDistt.- Betul (Madhya Pradesh)-460447,3613500.00
44,2012-2013,Madhya Pradesh,063160106,Astha Jan Chetna Society,Douglas School  P.G.B.T. College RoadBhopal (Madhya Pradesh)-462038,897121.00
45,2012-2013,Madhya Pradesh,063210013,Atma Vikas Sanstha,P.B.No.30 Civil Line Mission ColonyDamoh-470661,1948872.00
46,2012-2013,Madhya Pradesh,063160125,Awanti Rehabilitation Programmes & Action Networking Society,58 Navin Swami Vivekanand Colony Piplani BhopalMadhya Pradesh-462021,373048.00
47,2012-2013,Madhya Pradesh,063120014,Baiher Nari Uthan Sewa Mahila Mandal,Baihar Balaghat Madhya Pradesh -481111,3216293.00
48,2012-2013,Madhya Pradesh,063280015,Bal Mahila Vikas Samiti,9-C Maharana Pratap Nagar Usha Colony. Near Jiwaji Club Gwalior-474009 M.P.Gwalior474009,6440115.00
49,2012-2013,Madhya Pradesh,063300094,Barli Development Institute for Rural Women,180 Bhamori New Dewas Women Town/city/Distt.--IndoreMadhya Pradesh-452010,5263959.25
50,2012-2013,Madhya Pradesh,063180005,Bethesda Hospital Society,Christian Hospital  ChattarpurM.P.-471001,5861497.80
51,2012-2013,Madhya Pradesh,063460008,Bhagyoday Tirath Charitable Trust,Vijay Talkies Road SagarMP-470002,0.00
52,2012-2013,Madhya Pradesh,063190025,Bharat Sevak Samaj Shiksha Samiti,Rangari SausarChhindwara480108,0.00
53,2012-2013,Madhya Pradesh,063300078,Bhartiya Grameen Mahila Sang,Scheme No.17 Sector-D Behind Chandan Nagar Police StationIndore Madhya Pradesh-452002,0.00
54,2012-2013,Madhya Pradesh,063300017,Bhartiya Gramin Mahila Sangh,173Silver Oak Colony IndoreM.P.-452009,1479000.00
55,2012-2013,Madhya Pradesh,063160168,BHARTIYA SHAIKSHIK SANSTHAN M.P,12 GURJAR SHOPPING COMPLEX TULSI NAGAR BHOPAL (MP)-462003BHOPAL462003,0.00
56,2012-2013,Madhya Pradesh,063300020,Bhartiya Vidya Pracharini Sabha,15Chain SIngh Bagh New Palasia IndoreMP-452001,15000.00
57,2012-2013,Madhya Pradesh,063160197,BHOJANCHAL YOUTH ASSOCIATION SAMITI,F2 RADHA KRISHNA COMPLEX  ZONE 2 M P NAGAR BHOPALBHOPAL462016,0.00
58,2012-2013,Madhya Pradesh,063160057,Bhopal Eye Hospital Trust,Nava Bharat Bhawan 3Lindia Press Complex Bhopal            -462001,0.00
59,2012-2013,Madhya Pradesh,063480001,Bhopal Regional Seminary Education Society,Ashta SehoreMP-466116,4491217.00
60,2012-2013,Madhya Pradesh,063160110,Bhopal Rehabilitation,11 Risaldar Colony Chhola Road BhopalMadhya  Pradesh-462018,0.00
61,2012-2013,Madhya Pradesh,063160147,Bhopal School of Social Sciences,Habibganj BhopalMadhya Pradesh-462024,0.00
62,2012-2013,Madhya Pradesh,063160070,Bhopal Yuwa Paryavaran Shikshan Samajik Sansthan,E-4/285 Arera Colony BhopalM.P.-462016,0.00
63,2012-2013,Madhya Pradesh,063450006,Binova Gramodaya Pratishthan,N.H.Mauganj RewaMP-486331,0.00
64,2012-2013,Madhya Pradesh,063340016,bioRe Association,Village-Bheelgaon Kasravad KhargoneMadhya Pradesh-,25561666.00
65,2012-2013,Madhya Pradesh,063310011,Board of Governors Christian Higher Secondary School,Napier Town JabalpurMP.-,0.00
66,2012-2013,Madhya Pradesh,063310032,Board of Secondary Education & Teachers Training,2722 Napier Town JabalpurMP.-,0.00
67,2012-2013,Madhya Pradesh,063440008,Boys Christian Hostel, RatlamMP-457001,142400.00
68,2012-2013,Madhya Pradesh,063320021,Bread For Tribal Village,3 Annu Rajendra Nagar Near Railway Gate Sahara Ashram RoadMeghnagar457779,391285.00
69,2012-2013,Madhya Pradesh,063230008,Bright Star Muslim Association,42-43 Indra Nagar DewasMadhya Pradesh-455001,0.00
70,2012-2013,Madhya Pradesh,063160051,Brothers of St. Gabriel Society Province of Delhi,C/o St. Francis Higher Sec School Jhansi RoadMadhya Pradesh-462021,460890.00
71,2012-2013,Madhya Pradesh,063180012,Bundelkhand Mahila Parishad,Sidha ganesh marg Near Mishan Hospital District Chhatarpur (M.P.)Chhatarpur471001,0.00
72,2012-2013,Madhya Pradesh,063210015,Bundelkhand Vikas Samiti,Civil Ward - Subhas Colony H. No. 307 Damoh (Madhya Pradesh)-470661,0.00
73,2012-2013,Madhya Pradesh,063460004,C.M.I. Seva Sangh of Sagar,Carmel Ashram PB 7 Sagar Cantt SagarMP-470001,5112053.00
74,2012-2013,Madhya Pradesh,063460019,Career Motivation Centre,69  Shanichary Ward Parkota Road SagarMadhya Pradesh-470002,0.00
75,2012-2013,Madhya Pradesh,063300055,Catholic Ashram,Palda P.B.No.103 IndoreMP-452001,2879487.95
76,2012-2013,Madhya Pradesh,063300056,Catholic Ashram,Khurdi via Manpur IndoreMP-453661,11321091.47
77,2012-2013,Madhya Pradesh,063300001,Catholic Diocese of Indore,Post Box - 168 IndoreMadhya Pradesh.-452001,21503273.00
78,2012-2013,Madhya Pradesh,063440012,Catholic Diocese of Jhabua,Bishop's HouseJeevanJyoti Hospital Meghnagar JhabuaM.P.-457779,73849100.00
79,2012-2013,Madhya Pradesh,063320024,CATHOLIC MISSION SOCIETY FOR TRIBAL EDUCATION,BISHOPS HOUSEMegh Nagar457779,5896375.00
80,2012-2013,Madhya Pradesh,063300013,Central Regional Board of Health Service,Christian Compound SanyogitaganjIndore-452001,4458142.00
81,2012-2013,Madhya Pradesh,063160078,Centre For Advanced Research & Development,G-2/212 Gulmohar Colony  Bhopal M.P -,3351176.34
82,2012-2013,Madhya Pradesh,063300093,Centre for Environment Protection Research and Development,2/2 Asha Kiran Apartment Chain Singh Ka BagichaIndore M.P-452001,0.00
83,2012-2013,Madhya Pradesh,063280011,Centre for Integrated Development,101 Shivalik Appartment Laxmibai ColonyPadav Gwalior474002,10758634.76
84,2012-2013,Madhya Pradesh,063160140,Centre for Social Welfare,47 Malviya Nagar Amaltas Building II Floor New MarketBhopal Madhya Pradesh-462002,0.00
85,2012-2013,Madhya Pradesh,063300053,Chaitanya Mahila Kalyan Samiti,Ramanand Ngr Labriyabheru Rd IndoreMP-452202,0.00
86,2012-2013,Madhya Pradesh,063370006,Chambal Ghati Seva Sansthan,Nainagarh Samiti HIG 880 Housing Board ColonyMorena MP-,0.00
87,2012-2013,Madhya Pradesh,063310036,Charitable Activities Trust Fund,Lions Club 1556Napier Twn Bharat Rd JabalpurMP-482001,0.00
88,2012-2013,Madhya Pradesh,063180011,Chhatarpur Mahila Jagrati Manch,Behind Indian Public School Sultaniya ColonyChhatarpur471001,61024.00
89,2012-2013,Madhya Pradesh,063300061,Choithram Foundation of Humanitarian Services,191 Dhar Road Labriya Bheru IndoreMadhya Pradesh-,30899887.64
90,2012-2013,Madhya Pradesh,063300012,Choitram Charitable Trust,Choitram Hospital Campus Manik Bagh RoadIndore-452001,0.00
91,2012-2013,Madhya Pradesh,063310005,Christa Panthi Ashram Rural Development Project,Darsani Sihora  JabalpurMP-483225,126496.00
92,2012-2013,Madhya Pradesh,063310016,Christia Panthy Ashram,Darshni Sihora  JabalpurMP-483225,1116806.00
93,2012-2013,Madhya Pradesh,063320001,Christian Hospital, JhabuaMP-457990,2510289.00
94,2012-2013,Madhya Pradesh,063210014,Christian Medical & Training Centre,Bethlehem Bible College Campus DamohMadhya Pradesh.-470661,17781552.00
95,2012-2013,Madhya Pradesh,063380004,CHRISTIAN MISSIONARY SOCIETY,PATHAK WARD CIVIL  LINESNARSINGHPUR487001,0.00
96,2012-2013,Madhya Pradesh,063310009,Christian Organisation for Social Service,168 Opposite Shivir GardenTilahri Post Bilahri Mandla Road482020,0.00
97,2012-2013,Madhya Pradesh,063560006,Christu Jyoti Society,Aradhana Sadan Chandessary Ujjain BhindMP-456006,1446891.19
98,2012-2013,Madhya Pradesh,063120017,Community Development Centre,Opposite Maharishi Vidhya Mandir Near Lodhi HostelBhagera Balaghat481001,1142389.00
99,2012-2013,Madhya Pradesh,063300108,CONCEPT SOCIETY,101AHILYA NAGAR MAINANNAPURNA ROADINDORE452009,1045176.00
100,2012-2013,Madhya Pradesh,063470007,Congregation of Sisters of the Adoration of the  Blessed Sacrament,Nirnal Rani Aradhana Bhawan Pateri  Mahadeva P.O. District- Satna Madhya Pradesh-485002,6363913.91
101,2012-2013,Madhya Pradesh,063160008,Congregation of the Sisters of St Joseph of Chambery India,ST. Joseph's Convent Idgah Hill Bhopal          -462001,3411804.00
102,2012-2013,Madhya Pradesh,063550005,CREATIVE ORGANISATION OF HUMAN WELFARE,GANJ MUHALLA JATARATIKAMGARH472118,0.00
103,2012-2013,Madhya Pradesh,063160048,Cyriac Elias Rural Organisaton for Women and Children,Deepdi MandideepBhopal-,11737157.00
104,2012-2013,Madhya Pradesh,063290010,Dalit Sangh,House No-13 Lata Marg Sohag pur HoshangabadM.P.-461771,9645194.00
105,2012-2013,Madhya Pradesh,063180010,Darshna Mahila Kalyan Samiti,Near Circuit House Gate Jawahar Road ChhatarpurMadhya Pradesh-471001,0.00
106,2012-2013,Madhya Pradesh,063160054,Darul Shafqat Shajejan,Near Tajul Masjid Sultania RoadBhopal M P-462001,0.00
107,2012-2013,Madhya Pradesh,063500005,Daughters of St. Thomas Society,St. Thomos Convent Kanasiya P.O. Maksi Distt. shajapurMadhya Pradesh-456010,468164.00
108,2012-2013,Madhya Pradesh,063280038,Dayal Seva Avm Shiksha Samiti,Ganesh(Chawari) BazarBatashewali Gali Lashker474001,0.00
109,2012-2013,Madhya Pradesh,063140005,Dayanand Sewashram Sangh,Vill : Barbatpur  Teh: ShahpurBetul M P-460440,140000.00
110,2012-2013,Madhya Pradesh,063160187,Debate Lok Nyas,C-2 by 2 AlkapuriBhopal462021,1375786.00
111,2012-2013,Madhya Pradesh,063360009,Democratic English School,811 14-2 Ext  Vikas Nagar NeemuchNeemuch458441,0.00
112,2012-2013,Madhya Pradesh,063310081,DEVELOPMENTAL INNOVATION FOR SOCIAL AND HUMAN ACTION SOCIETY,1057-1 Near Triveni School Hathital ColonyJabalpur482001,0.00
113,2012-2013,Madhya Pradesh,063300079,Dharma Bharati Service Society,P.B.No.150 35-Saket Nagar IndoreMadhya Pradesh.-452001,460993.05
114,2012-2013,Madhya Pradesh,063370005,Dharti Gramothan   Avm Shabhagi  Gramin Vikas Samiti,Dimhi MorenaM.P.-476134,3625000.00
