S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2012-2013,Maharashtra,083780821,A Quest For Knowledge Hope Opportunity & Justice(khoj),Y Tadkeshwar Chawl Ramwadi Jogeshwari(east) MumbaiMaharashtra-40060,1368340.00
2,2012-2013,Maharashtra,083900031,A.I.disabled Rehablit.educational Instt.,Datta Mandir Road Behind Mukti DhamNashik - 422101-,6809.00
3,2012-2013,Maharashtra,083781197,A.K.MUNSHI YOJANA,J.T.SHETH MANDBUDDHI VIKAS KENDRA3RD PANJARAPOLE LANEC.P.TANKMUMBAIMUMBAI400004,0.00
4,2012-2013,Maharashtra,083840044,AADHAR BAHUUDESHIYA SANSTHA,New Plots  Near Station Road  Amalner 425401 District Jalgaon MaharashtraAmalner425401,0.00
5,2012-2013,Maharashtra,083781097,AAKAR CHARITABLE TRUST,The Phonix Mills Ltd 462Senapati Bapat MargLower Parel Mumbai Maharastra400013,0.00
6,2012-2013,Maharashtra,083930225,Aalochana Cent.for Docu.& Res. On Women,11-b Kanchan Gali ErandhavanPune-,75727.00
7,2012-2013,Maharashtra,083810020,Aamhi Aamachya Arogya Sathi,At Po Taluka : Kurkheda Gadchiroli441209  M.s.-,6038289.90
8,2012-2013,Maharashtra,083990185,aarambh,33-B Gitanjali Sector 17 VashiNavi Mumbai400703,380019.00
9,2012-2013,Maharashtra,083990074,AASARA,B-24 Praful Nakhawa Chendani Koliwada Thane East Maharashtra-400603,1649182.00
10,2012-2013,Maharashtra,083950023,Aavishkar Society for Development of Mentally Handicapped,E-95 MIDC Mirjole RatnagiriMaharashtra-415639,0.00
11,2012-2013,Maharashtra,083780857,Aawaaz-e-niswaan,Ist Floor Jain High School 84-samuel Street DongriMumbai(maharashtra)-,3381796.95
12,2012-2013,Maharashtra,083790031,ABDUL RAUF EDUCATIONAL WELFARE AND MULTIPURPOSE SOCIETY,WARD NO. 22 TILAKWADI OLD TOWN BULDANA MOBILE NO. 09923485757BULDANA443001,0.00
13,2012-2013,Maharashtra,083790036,Abhijat Multipurpose Society Buldana,Jambhuran road buldanaBuldana443001,0.00
14,2012-2013,Maharashtra,083990165,ABHINAV SHETKARI SHIKSHAN MANDAL,Abhinav Education Campus Off Late Yashwant Anant Mhatre Marg Goddeo Bhayandar ( East ).Bhayandar400110,0.00
15,2012-2013,Maharashtra,083900052,Abhivyakti Media For Development,31-a Kalyani Nagar Anandvali Gangapur Road  Nashik Maharashtra-422005,2626112.00
16,2012-2013,Maharashtra,083781222,ABUNDANT LIFE MINISTRIES,27A CHAPPEL ROAD BANDRA WESTMUMBAI400050,3209911.94
17,2012-2013,Maharashtra,083781366,ACADEMY OF INDIAN MARKETING PROFESSIONALS,11 HEENA MADHU PARK SOCIETY 1ST FLOOR PLOT NO 128 1ST ROAD KHAR WESTMUMBAI400052,0.00
18,2012-2013,Maharashtra,083780317,Acil Navasarjan Rural Dev. Foundation,408  NEW UDYOG MANDIR NO.2 MOGUL LANE MAHIM (WEST)MUMBAI400016,0.00
19,2012-2013,Maharashtra,083930013,Action For Agricultural Renewal In Maharashtra,Bld No.2/23 A-braisoni Park  Market Yard PuneMaharashtra-411037,8375766.81
20,2012-2013,Maharashtra,083930291,Action For Self-reliance Hope&awareness,E-3/14 Salunke Vihar KondhwaPune 411048-,2142867.00
21,2012-2013,Maharashtra,083970070,Action for Women And Rural Development  AWARD,1st floor Sanket Complex  Near Gite Building  SataraSatara415002,0.00
22,2012-2013,Maharashtra,083990170,Action Research Centre,A-1/605 Shruti Park Kolshet RoadThane (West)400607,3600381.00
23,2012-2013,Maharashtra,083780396,Acworth Leprosy Hospital Society For Research Rehabilitaion & Edu. In Leprosy,Wadala BombayMaharashtra-400031,278390.00
24,2012-2013,Maharashtra,083781284,Adamjee Peerbhoy Educational and Welfare Institute,Flat No. 1 Ground floor  Grace Apartment  Opp. Chardham        Almeda Park  Bandra (W)Mumbai400050,960270.00
25,2012-2013,Maharashtra,083780204,ADAPT Able Disabled All People Together,"Upper Colaba Road
Opp. Afghan Church
Colaba.MUMBAI400005",14641523.91
26,2012-2013,Maharashtra,083910087,Adarsh Mahila Griha Udyog,C/o Shree Sales and Services ChandranagarOpp.Amba Mata MandirLatur413512,0.00
27,2012-2013,Maharashtra,083770054,Adarsh Sevebhavi Sanstha,C/o Navsuve Niwas Lane No.-5 Samerthe Nagar Tal.-Kaij Dist.- BeedKaij431123,0.00
28,2012-2013,Maharashtra,083730036,Adarsha Snskar Manadal,1Balaji Plots Near SBI colony No.1 Jathar PethAKOLA444005,0.00
29,2012-2013,Maharashtra,083900015,Adharashram,491/6 Gharpure GhatNashik 422002-,0.00
30,2012-2013,Maharashtra,083930512,ADITYA PRATISHTHAN,15 Vedanta Nagari Society Sr.No.4 KarvenagarPune411052,24445.74
31,2012-2013,Maharashtra,083990031,Adivasi Sahaj Shikshan Parivar,250 K Shaniwar Peth PuneMaharashtra-411030,102323.00
32,2012-2013,Maharashtra,083820012,Adivasi Seva Shiksan Sangh,At Kalamba Post Warsa Tal Sakri Dhule -424306,0.00
33,2012-2013,Maharashtra,083781007,Adivasi Unnati Mandal,C/o Kirti Works(Tablets) 98-B T.H. Kataria Marg Matunga(WR)Mumbai Maharashtra-400001,0.00
34,2012-2013,Maharashtra,084100014,ADIWASI DEOMOGRA EDUCATION SOCIETY,NatawadNandurbar425412,0.00
35,2012-2013,Maharashtra,084100013,ADIWASI YUVAK KRIDA VIKAS MANDAL,NatawadNandurbar425412,0.00
36,2012-2013,Maharashtra,083780800,Adorers Congregation Mumbai,Sisters Adorers Marol Maroshi Road Andheri (east)Mumbai (maharashtra)-400059,10605109.00
37,2012-2013,Maharashtra,083930378,Advanced Centre for Water Resources Develoment & Management,Plot No.4Lenyadri Co-operative  Housing SocietyPashan-Sus Rd PashanPuneMaharashtra-411021,3049137.00
38,2012-2013,Maharashtra,083780376,Aga Khan Health Service India,39/43nesbit Road Diamon Comp MazagaonMumbai 400010-,0.00
39,2012-2013,Maharashtra,083780374,Agakhan Education Service India,"2nd Floor Ancillary Building
39/43 Diamond Complex 
Nesbit Road MazgoanMumbai400010",98727299.00
40,2012-2013,Maharashtra,083870273,AGAPE GOBAL MINISTRIES,43 SANT GYANESHWAR COLONY MANKAPURNAGPUR440013,81625.00
41,2012-2013,Maharashtra,083780828,Agape Trust,11 Sujata Niwas Co.op. Society S.vroad Bandra (w)Mumbai Maharashtra-400050,116024.00
42,2012-2013,Maharashtra,083780302,Agnel Charities,(agnel Seva Sangh) Bandstand BandraMumbai-400050,8194705.77
43,2012-2013,Maharashtra,083810007,Agricultural Development Project Of Cni Diocese Of Nagpur,Naginbag Farm ChandrapurM.s.-,0.00
44,2012-2013,Maharashtra,083930017,Agricultural Development Trust,Dist.-poona Maharastra State -,0.00
45,2012-2013,Maharashtra,083990014,Agro Industries & Tribal Wel. Foundation,Kosbad Hill BorliThane 401701-,0.00
46,2012-2013,Maharashtra,083910075,Ahailya Bahuudeshiya Shikshan Prasarak mandal,Shree Nagar laturMaharashtra-413531,0.00
47,2012-2013,Maharashtra,083780505,Ahlulbayt (as) Foundation,Najafi House 159 Nishanpara Road Dongri MumbaiMaharashtra-400009,0.00
48,2012-2013,Maharashtra,083720017,Ahmed Nagar School Of Theology & Social Science Ahmednagar Maharashtra,P.o.box 21 Ahmednagar CollegeAhmednagar -414001,0.00
49,2012-2013,Maharashtra,083720065,Ahmednagar Boy's High School,Station Road Ahmednagar -414001,0.00
50,2012-2013,Maharashtra,083781088,Aids Combat International,2 Nandra Mansion Goraswadi Malad (W) MumbaiMaharashtra-400064,653377.50
51,2012-2013,Maharashtra,083740083,Ajinkya Education Society,Netaji Colony Ram Mohan Nagar V.M.V. AmravatiAmravati444606,0.00
52,2012-2013,Maharashtra,083960077,Ajinkya Foundation Kupwad,Tal Miraj District Sangli House No. 1318 Nr Lal Jain MandirKupwad Sangli Maharashtra-416425,2153.34
