S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2012-2013,Pondicherry,285130067,Adecom Network,No.9 Raja Singh StreetPost Box No.233605001,1052113.54
2,2012-2013,Pondicherry,285130102,Alliance Francaise De Pondicherry,58 Rue Suffren StreetPondicherry605001,849636.57
3,2012-2013,Pondicherry,285130078,Anbalayam,140 Villinur Road Moolakulam PondicherryPondicherry-605010,8471639.00
4,2012-2013,Pondicherry,285130031,Atelier Shanti,20 Lazar Koil Street DubrayapetPondicherry-605001,2833316.00
5,2012-2013,Pondicherry,285130107,Best Foundation,62 First Floor Villianur Road MulakulamPondicherry605010,0.00
6,2012-2013,Pondicherry,285130026,Bon Secours Convent,Rangapillai Street  Pondicherry-,84422.61
7,2012-2013,Pondicherry,285150001,Carmel Convent Cluny, Karaikal Pondicherry-609602,549856.00
8,2012-2013,Pondicherry,285130022,Centre for Education Rehabilitation and Treatment of the Handicapped,181 Gingee Salai DubarayapetPondicherry-605001,6676831.00
9,2012-2013,Pondicherry,285150007,Community Collective Society for Integrated Development,34 Neela Kidangu Street KaraikalPondicherry-609602,27016115.40
10,2012-2013,Pondicherry,285130050,Community Sewa Centre,No-2 Villikrishna illam IIIrd  Cross Kasthuribaigandhi St NetajiNagar-I Ullalam Pondicherry-605001,3628536.00
11,2012-2013,Pondicherry,285130020,Congregation Sisters of St. Joseph Cluny,Post Box 87  Pondicherry-,3510350.00
12,2012-2013,Pondicherry,285130058,Dipti Trust,No.8 St.Gilles Street Sh Aurobindo Ashram POPondicherry-605002,880899.00
13,2012-2013,Pondicherry,285130041,Don Bosco Boys Home,Thattanchavady  Pondicherry-605009,3183963.00
14,2012-2013,Pondicherry,285130101,EMMAUS ASIA SOCIETY,"NO.43 FIFTH CROSS STREET 
HEALTH EMPLOYEES COLONY
NAINARMANDAPAMPONDICHERRY605004",7726779.22
15,2012-2013,Pondicherry,285130085,EMPOWERMENT FOUNDATION,Soorya Udayam Illam-Habitat Mariaman Koil StreetOdhiyampattu Village Villianur Commune,1042425.00
16,2012-2013,Pondicherry,285130074,Foundation for Ecological Research Advocacy and Learning,No.27 2nd Cross Appavounagar VazhakulamPondicherry-605012,10705871.00
17,2012-2013,Pondicherry,285130091,FOUNDATION FOR LOW INCOME GROUP AND SOCIAL HEALTH,No.166 Subbiah Nagar ThattanchavadyPondicherry605009,0.00
18,2012-2013,Pondicherry,285130018,Franciscan Sisters of Saint Aloysius Gonzaga,Door No. 6 ST.ANGE STREETPONDICHERRY -605001,6106702.15
19,2012-2013,Pondicherry,285130072,Holistic approach for People's Empowerment(HOPE),Plot NO. 106 M.G.R. Nagar 100Feet Road MudaliarpetPondicherry-605004,68292.00
20,2012-2013,Pondicherry,285130014,Hospice Convent,2 Laporte Street  Pondicherry-605001,63675.00
21,2012-2013,Pondicherry,285130009,Immaculate Boarding Convent,St. Therese Street  Pondicherry. -605001,1635784.00
22,2012-2013,Pondicherry,285130010,Immaculate Heart of Mary Convent,IHM Convent St. Theresa Street   Pondicherry-605001,1635784.00
23,2012-2013,Pondicherry,285130011,Immaculate Heart of Mary Convent,Visitation Calanthottam AriyankuppamPondicherry-605007,0.00
24,2012-2013,Pondicherry,285130033,Immaculate Heart of Mary Convent, MuthialpetPondicherry-605003,0.00
25,2012-2013,Pondicherry,285130027,Immaculate Heart of Mary Social Service Society,Uppalam Road Colas NagarPondicherry-605001,2750989.00
26,2012-2013,Pondicherry,285130017,Immaculate Heart of Mary Society,Nirmala Novitiate Pakkamudayanpet Pondicherry. -605008,5213947.81
27,2012-2013,Pondicherry,285130024,immaculate Heart of Mary Society Generalate,St. Therese Street Pondicherry.  -605001,9441664.00
28,2012-2013,Pondicherry,285130037,Institute of the Foreign Mission Sisters,Villianur Road   Pondicherry-,7586903.00
29,2012-2013,Pondicherry,285130040,Institute of the Foreign Mission Sisters,Villianur Road  Pondicherry-,132280.00
30,2012-2013,Pondicherry,285130084,INTEGRATED REHABILITATION AND DEVELOPMENT CENTRE(IRDC),No.7 Rajaganapathi NagarKakayanthope Ariyankuppam605007,3174117.60
31,2012-2013,Pondicherry,285130053,Integrated Rural Development Through Education Centre,Nallur Village  Pallineliyahnur PostPondicherry-605107,1548614.00
32,2012-2013,Pondicherry,285130113,ISAIMAIYAM,2  SENBAGAM STREET MOTHER THERASA NAGARPONDICHERRY605013,1401587.00
33,2012-2013,Pondicherry,285150009,Jesus Voice Ministry,No. 376 Bharathyayar RoadPondicherry609602,0.00
34,2012-2013,Pondicherry,285130099,JOY OF ETERNAL LIFE,NO.11 AMBEDKAR STREET MOOLAKULAMPUDUCHERRY605010,0.00
35,2012-2013,Pondicherry,285130093,JWALA HOME FOR MENTALLY CHALLANGED,2 RAMAYEE GARDENS OPP PONDY CEMENT WORKS ARIYANKUPPAMPONDICHERRY605007,320132.10
36,2012-2013,Pondicherry,285130086,KARUNALAYAM RURAL WELFARE SOCIETY,58 SCHOOL STREET EDAYARPALAYAM PONDICHERRYPONDICHERRY605007,5199.00
37,2012-2013,Pondicherry,285130039,Kassar Trust,No.8 First Cross AnnaiI Sathiy St Vaithikuppam Pondicherry-605012,0.00
38,2012-2013,Pondicherry,285130090,KIRUBA SEVA TRUST,29 1ST CROSS NEHRU STREET SENTHAMARAINAGAR MUTHIALPET PONDICHERRYPONDCHERRY605003,2710100.96
39,2012-2013,Pondicherry,285130001,Le Conse D'admn De L Archdiocese Pondy,  Pondicherry-605001,24430313.00
40,2012-2013,Pondicherry,285130002,Les Ateliers Au Fils D' Indra,54 Labourdonnais Street  Pondicherry-605001,11721451.00
41,2012-2013,Pondicherry,285130092,MA MAHARISHI CHARITABLE TRUST,14 VANIDHASAN STREET KAMARAJ NAGARPUDHUCHERRY605011,0.00
