S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2006-2007,Madhya Pradesh,063210012,AAdharshila Sansthan,Post Box No.11  Marutal DamohDamoh470661,65343088.00
2,2006-2007,Madhya Pradesh,063160065,Aarambh Education & Community Development Society,52-C Inderpuri  B.H.E.L. BhopalMadhya Pradesh-462021,5523247.20
3,2006-2007,Madhya Pradesh,063190013,Aardh Adivasi Vikas Sangha,Vill/POst-Rangari Tah Sausar Chhindwara (M.P.) -480108,1047384.00
4,2006-2007,Madhya Pradesh,063460015,Abhiyan,Shastri ChowkSadar Bazar,0.00
5,2006-2007,Madhya Pradesh,063160120,Action For Social Advancement,Flat No. 80 Block No. 5 Green City E-8 Gulmohar ColonyArera Colony Bhopal M.P.-462039,15859885.63
6,2006-2007,Madhya Pradesh,063280007,Adarsh Mahila Samaj Seva Shiksha Samitee,C/O New Model High School Mall Road MorarGwalior-,0.00
7,2006-2007,Madhya Pradesh,063300030,Adibasi Sevashram Trust,402Ishan Apt. 13/2 Snehlataganj  IndoreMP-452003,7019545.00
8,2006-2007,Madhya Pradesh,063320013,Adivasi Chetna Shikshan Seva Samiti, JHabuaMP-457661,4430964.00
9,2006-2007,Madhya Pradesh,063520007,Adrash Mahila Vikas Avem Vyawasaik Shiksha Sammiti,Arjun Nagar Uttar KarundiyaSidhi,0.00
10,2006-2007,Madhya Pradesh,063480002,Aishwarya Social Welfare Society,Shanti Bhawan Bilkisganj(PO) SehoreMadhya Pradesh-466111,408800.00
11,2006-2007,Madhya Pradesh,063160111,Akshat Health Help and Research Society,C/O Bhopal Charitable Hospital Noor Mahal Road Chowki ImambadaBhopal (Madhya Pradesh)-462001,86962.00
12,2006-2007,Madhya Pradesh,063300102,Al-Farooque Educational Society,1 Dargarh Main Road Khajrana IndoreMadhya Pradesh-452016,0.00
13,2006-2007,Madhya Pradesh,063320016,Alirajpur Shaiksainik Samajik Kendra,Don Bosco Bhawan 58 Maharana Pratap RoadAlirajpur Jhabua Madhya Pradesh-457887,2252618.00
14,2006-2007,Madhya Pradesh,063160095,Aman Education Society,16 Old Galla Bazar  ShahjahanabadBhopal (M.P.)-462001,0.00
15,2006-2007,Madhya Pradesh,063160145,Ambica Shiksha Samaj Kalyan Society,43B Ansal Pradhan EnclaveNear Dana Pani Restaurant E-8 Bawadiakala462039,0.00
16,2006-2007,Madhya Pradesh,063160031,Amla Social Service Centre,Jinsi jehangirabadBhopal462020,0.00
17,2006-2007,Madhya Pradesh,063300088,Anand Service Society,E-K-133 Scheme No.54 Vijay Nagar IndoreMadhya Pradesh-452008,0.00
18,2006-2007,Madhya Pradesh,063160117,Annapurna Vikas Samiti,H.No. 1 E.I.C. English SchoolCampus Kothi Bazar Betul460001,80.00
19,2006-2007,Madhya Pradesh,063460012,Anupam Yuva Jan Kalyan Samiti,52 Ravi Shankar Ward Bada Bazar Distt. SagarMadhya Pradesh-470002,0.00
20,2006-2007,Madhya Pradesh,063470006,Anupama Education Society,Bharhut Nagar  SatnaMP-485001,0.00
21,2006-2007,Madhya Pradesh,063160009,Archdiocese of Bhopal,33 Ahmedabad Palace Road BhopalMadhya Pradesh.-462001,21692283.00
22,2006-2007,Madhya Pradesh,063300090,Arihand Charitable Trust,283-A Gumasta Nagar Indore IndoreMadhya Pradesh-452009,220044.00
23,2006-2007,Madhya Pradesh,063160066,Arushi Society,969A Saket Nagar  Bhopal(M.P.) -462024,3766278.00
24,2006-2007,Madhya Pradesh,063310062,Arya Vidya Sabha,Maharishi Dayanand Ward JabalpurMadhya Pradesh-482002,534650.00
25,2006-2007,Madhya Pradesh,063340013,Asha Gram  Trust,P.O. Barwani District- BarwaniM.P.-,2306000.00
26,2006-2007,Madhya Pradesh,063160012,Asha Niketan Hospital and Rehabilitation Centre,E/6Private Sector  Bhopal         -462016,0.00
27,2006-2007,Madhya Pradesh,063160002,Asha Niketan Welfare Centre,E-6 Private Sector Arera ColonyBhopal-462016,1470590.00
28,2006-2007,Madhya Pradesh,063440010,Asha Nilaya Welfare Centre,90-A Railway Colony  RatlamM.P.-,0.00
29,2006-2007,Madhya Pradesh,063490011,Ashadeep Viklang Vikas Avam Kalyan Sangathan Seoni,Kabirward Dundaseoni  SeoniMadhya Pradesh-480661,0.00
30,2006-2007,Madhya Pradesh,063280001,Ashim Jyoti Sanskritik Shiksha Parishad,C/O Rashmi Bal Bihar Phool Bagh Gate St. RoadGwalior M.P.-,0.00
31,2006-2007,Madhya Pradesh,063310042,Assembly of God Development Society,850 Napier Town JabalpurMP-482001,478816.34
32,2006-2007,Madhya Pradesh,063300006,Assn. Franciscan Sis St. Mary Angels,Post Office Road MhowM.P.-543441,4947339.00
33,2006-2007,Madhya Pradesh,063140013,Association for Community Transformation,S.E. 592 M.P.S.E.B. Hospital  Campus SarniDistt.- Betul (Madhya Pradesh)-460447,2441813.00
