S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2006-2007,Delhi,231650956,A K Medical & Research Centre,504 Chamalian Road Near Idgah Delhi-110006,3073.00
2,2006-2007,Delhi,231650553,A.I. Shah Behram Baug Society,C-83 Dda Flats SaketNew Delhi-110017,955945.00
3,2006-2007,Delhi,231650776,A.I.centre For Advancement  Of People,G - 1375 Chitranjan ParkNew Delhi -110019,4328.00
4,2006-2007,Delhi,231660628,Aagaz Foundation,Shaheed Bhawan 18/1 Aruna Asaf Ali MargQutab Institutional Area New Delhi-110067,29205295.00
5,2006-2007,Delhi,231660554,Aakansha Samiti,E- 437/(25YARDS) RAGHUBIR NAGAR NEW DELHI DELHI-110027RAGHUBIR NAGAR110027,0.00
6,2006-2007,Delhi,231650944,Aanchal Charitable Trust,148-ADDA Flats Mansarover Park110032,1689884.00
7,2006-2007,Delhi,231650014,Abhishiktananda Society,Brotherhood House 7 Court LaneDelhi -110054,28397.00
8,2006-2007,Delhi,231660767,Abhivyakti Foundation,Room No. 403 1/18 B Dreamland Asaf Ali Road New Delhi -110002,0.00
9,2006-2007,Delhi,231650266,Abul Kalam Azad Islamic Awakening Centre,8/1 Jogabai P.o. Box  9755 Jamia NagarNew Delhi-110025,0.00
10,2006-2007,Delhi,231660066,Academy of Fine Arts & Literature,4/6 Siri Fort Institutional Area  New Delhi -,4921008.00
11,2006-2007,Delhi,231650265,Acharya Kakasaheb Kalelkar Samarak Nidhi,1j L Nehru Marg Rajghatnew Delhi 2New Delhi -110002,0.00
12,2006-2007,Delhi,231650916,Acharya Sushil Muni Memorial Trust,C-599 Defence Colony New Delhi -110024,930690.00
13,2006-2007,Delhi,231650125,Action for Ability Development and Inclusion,2 Balbir Saxena Marg Huaz KhasNew Delhi -110016,3987754.55
14,2006-2007,Delhi,231650903,Action For Autism,C-18 Chirag EnclaveNew Delhi-110048,2386490.00
15,2006-2007,Delhi,231650089,Action For Food Production,25/1-a Institutional Area Pankha Road Janakpuri New Delhi-110058,55017427.44
16,2006-2007,Delhi,231660546,Action for Resource Development in Health-Education by Youth Association,E-97 D.D.A. Colony Khyala New Delhi -110018,232000.00
17,2006-2007,Delhi,231650807,Action For Self Reliance & Alternative,G1/456-457 Dalmil Road Uttam NagarNew Delhi110059,16144920.00
18,2006-2007,Delhi,231650276,Action India,5/27-a Jangpura - B  New Delhi-110014,2557581.00
19,2006-2007,Delhi,231660361,Action India,D-237 Defence ColonyNew Delhi-110019,740060.00
20,2006-2007,Delhi,231660452,Adaan Foundation,F-7B DDA Flats Munirka New Delhi -110067,768897.00
21,2006-2007,Delhi,231650822,Adhyatmik Sadhana Sangh,C-block Naraina Industirial AreaNew Delhi `-110028,540251.00
22,2006-2007,Delhi,231660313,Adi Gram Samiti,Sector 'B' Pocket-I Flat no.1106 AVasant KunjNew Delhi-110070,0.00
