S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2009-2010,Arunachal Pradesh,310600002,AARRO.WELFARE SOCIETY,P.O. YingkiongEast Siang791002,0.00
2,2009-2010,Arunachal Pradesh,310540005,Abotani Ashram Welfare Association,Naharlagun  Arunachal Pradesh -791110,0.00
3,2009-2010,Arunachal Pradesh,310540034,Catholic Church Welfare Society,Naharlagun Papum Pare Arunachal Pradesh -791110,31325663.00
4,2009-2010,Arunachal Pradesh,310560006,DIOCESE OF ITANAGAR,Bishops House MOWB IIItanagar Papum Pare791111,0.00
5,2009-2010,Arunachal Pradesh,310580002,District Horticulture and Agriculture Development Cooperative Society Ltd.,Vill-Mebua P.O- SeppaEast Kamang790102,0.00
6,2009-2010,Arunachal Pradesh,310540007,Future Generation,Vivek BuildingVivek Vihar H-Sector ItanagarPapumparaArunachal Pradesh-791113,4719096.00
7,2009-2010,Arunachal Pradesh,310600001,Hill Tribes Multifarious Development Society,Banskota Village Near M/S KK Engg. WorkshopPasighat East Siang (Ar. Pradesh)-791102,0.00
8,2009-2010,Arunachal Pradesh,310590003,Indigenous Mission,Dumporijo Box-1 PO Daporijo Upper SubansiriArunachal Pradesh-791122,0.00
9,2009-2010,Arunachal Pradesh,310560005,ITANAGAR DIOCESAN EMPOWERMENT ASSOCIATION (IDEA),Bishops House MOWB IIItanagar Papum Pare791111,0.00
10,2009-2010,Arunachal Pradesh,310580001,Kameng Social Service Society,St. Joseph's School / St Joseph's Hospital New SeppaEast Kameng (Arunachal Pradesh)-791102,500000.00
11,2009-2010,Arunachal Pradesh,310540024,Mangyanam (Hope) Arunachal Pradesh,Don Bosco Centre Tigodo Village Yupia Papum Pare DistrictArunachal Pradesh-791110,5682565.00
12,2009-2010,Arunachal Pradesh,310540032,Manjushree Charitable Society,Manjushree Vidyapeeth Orphanage Tashi Jong TawangArunachal Pradesh-790104,0.00
13,2009-2010,Arunachal Pradesh,310540012,Nani Sala Foundation,Arunachal Front Building Post Box N0.202NaharlagunPapumpare Aarunachal Pradesh-791110,0.00
14,2009-2010,Arunachal Pradesh,310540031,Nyishi Baptist Church Council,Model Village Naharlagun PapumpareArunchal Pradesh-791111,117050.00
15,2009-2010,Arunachal Pradesh,310540010,R.K. Mossang Memorial Society,P.O. Jairampur ChanglangArunachal Pradesh-792121,0.00
16,2009-2010,Arunachal Pradesh,310550001,Ramakrishna Mission, Vivek NagarWest Siang -791001,793601.00
17,2009-2010,Arunachal Pradesh,310570001,Ramakrishna Mission, Narottam NagarTirap-786629,150000.00
18,2009-2010,Arunachal Pradesh,310540003,Ramakrishna Mission Hospital,RamaKrishna Mission Hospital P.O ItanagarArunachal Pradesh.-791113,2009630.00
19,2009-2010,Arunachal Pradesh,310540018,Salesians of Don Bosco,Don Bosco Jully Itanagar PapumpareArunachal Pradesh-791111,1300000.00
20,2009-2010,Arunachal Pradesh,310540004,SEVA KENDRA ARUNACHAL EAST, Borduria TirapArunachal Pradesh-786630,22090147.00
21,2009-2010,Arunachal Pradesh,310560001,Subansiri Kristu Kiran Society, 791120,17623268.00
22,2009-2010,Arunachal Pradesh,020750007,Tangsa Baptist Churches Association,P.O. Jagun TinsukiaAssam-792122,0.00
23,2009-2010,Arunachal Pradesh,310540001,Tibetan Multipurpose Cooperative Society,P.O.Tindglong  Dist. Lohit Arunachal Pradesh-,4103349.00
24,2009-2010,Arunachal Pradesh,310610001,Tribal Area Development Society,Thakar Complex Naharlagun Papum PareArunachal Pradesh-,0.00
25,2009-2010,Arunachal Pradesh,310540021,Voluntary Health Association of Arunachal Pradesh,Polo Hospital Complex Near RK Mis- sion HospitalGanga Market PBNo.185ItanagarPapum Pare (Arunachal Pr.)-791113,0.00
