S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2008-2009,Rajasthan,125560088,Aadhar Research Institute,Post-Radoli KotkhawdaJaipur303908,14121350.00
2,2008-2009,Rajasthan,125690065,Action Research and Training for Health Society,G 1-2 Satyam Ramgiri BadgaonUdaipur313011,7473948.00
3,2008-2009,Rajasthan,125560078,Adarsh Gyan Mandir Sansthan,Jamwa Ramgarh  JaipurRajasthan-303109,0.00
4,2008-2009,Rajasthan,125690073,Adarsh Shiksha Samiti,Patelo Ka MohellaWard No.7 Salumber UdaipurRajasthan-313027,0.00
5,2008-2009,Rajasthan,125690049,Adarsh Vidya Mandir Society, UdaipurRajasthan-,0.00
6,2008-2009,Rajasthan,125690031,Adivasi Vikas & Seva Samiti, UdaipurRajasthan-,200000.00
7,2008-2009,Rajasthan,125560168,Adiwasi Sanskritik Sewak Sansthan,E-32-A Sarwasthi Nagar Opp.Sector-6Malviya Nagar JaipurRajasthan-302017,0.00
8,2008-2009,Rajasthan,125560037,Agro Action Family Helper Project(Centre for Community Economic and Dev. Centre,Shilki Dungari  Chaksu JaipurRajasthan -303901,0.00
9,2008-2009,Rajasthan,125560144,Ajit Vyas Foundation for Social Development Society,396-Vasundhara Extention Goplapura By Passa Tank Rd.Jaipur -Rajasthan-302018,0.00
10,2008-2009,Rajasthan,125420023,Akhil Bhartiya Gramin Uthan Samiti,Tapukara-Kamalpur Road Po. Tapulkara Block TijaraDist. Alwar Rajasthan (StateChange-301707,9191730.54
11,2008-2009,Rajasthan,125420038,Akhil Bhartiya Samajothan Samiti Bhitera,Village Bhitera PO Rewali Tahsil Behror AlwarRajasthan-301701,0.00
12,2008-2009,Rajasthan,125690062,Alakh Nayan Mandir,Inst. of Ophthalmology Ashok NagarUdaipur Rajasthan-313001,3213105.00
13,2008-2009,Rajasthan,125690064,Alert Sansthan,208-E Sardarpura  Behind Kalpana Nurshing HomeUdaipur Rajasthan-313001,13279864.14
14,2008-2009,Rajasthan,231650430,All India Federation Of Teacher Organisation,B-98 ROSE PUBLIC SCHOOL JAMUNAPURI MURLIPURA SCHEMEJAIPUR302039,862339.00
15,2008-2009,Rajasthan,125690011,All Saints Girls Hostel,  Rajasthan-,1416838.53
16,2008-2009,Rajasthan,125420039,Alwar Mewat Institute Of Education And Development,P.NO.3 Patel Nagar Near Krishi Upaj MandiNew Doudpur Manna Ka Road301001,3034366.00
17,2008-2009,Rajasthan,125560140,Amber Trust,Parvat Surya Ka Bagh AmberJaipur (Rajasthan)-303101,740810.00
18,2008-2009,Rajasthan,125560208,Anand Bharti Care and Development Society,99 Moti Nagar (West) Queens RoadJaipur302021,0.00
19,2008-2009,Rajasthan,125610014,Anant Sh. Sukhramji Trust,Sri Ramdham Chowk  PO Birahi  Dist. JodhpurRajasthan-,0.00
20,2008-2009,Rajasthan,125690035,Ankur Sansthan,V&PO:Teh  Jhadol  Dist: Udaipur Rajasthan-313702,91582.00
21,2008-2009,Rajasthan,125470003,Annuvrat Gram Bharati Sansthan,Vinaipuram Chakar Mandal BhilwaraRajasthan-,0.00
22,2008-2009,Rajasthan,125690055,Apna Sansthan,Bhuwana  UdaipurRajasthan-,0.00
23,2008-2009,Rajasthan,125610055,Aprajita Sansthan,Behind Panchayat Sammiti Village/Post Balesar SattaShergarh342023,0.00
24,2008-2009,Rajasthan,125560091,Aravali Association for Rural Advancement Through Voluntary Action,R.No. 7 Patel Bhavan Jawahar Lal Nehru Marg JaipurRajasthan-,11953265.00
25,2008-2009,Rajasthan,125690080,Aravalli Research & Development Society,161 Sarva Ritu Vilas Udaipur Rajasthan -313001,0.00
26,2008-2009,Rajasthan,125690084,Asha Dham Ashram Society Udaipur,'B' Block Sajjan Nagar UdaipurRajasthan-313001,1399977.00
27,2008-2009,Rajasthan,125620007,Asha Ka Jharna,Harlal Ka Kothi Nawalgarh Jhunjhunu Distt.Rajasthan-333042,81524.00
