S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2008-2009,Andhra Pradesh,010260018,A M G India International,"DOOR NO: 5/728 
NH-16 MAIN ROAD
AMG PREM VIHAR CHILDREN HOME CAMPUSCHILAKALURIPET522616",392521682.77
2,2008-2009,Andhra Pradesh,010330061,A.P. Mahila Bhydaya Samithi,H.No.37-1-5(15) Upstairs Ongale Distt. PrakasamAndhra Pradesh -523001,0.00
3,2008-2009,Andhra Pradesh,010140004,A.P.Rural Reconstruction Mission,1-69 Besides KBR Hills  Cross Roads PilegChittoor Andhra Pradesh-517214,0.00
4,2008-2009,Andhra Pradesh,010160220,Aapi- Tana Hospital Trust,Ellayipalle(V) Mukkavarilpalle PO Obuvalipalli CuddapahAP-,520370.00
5,2008-2009,Andhra Pradesh,010270189,Aaron Foundation Mission,Near Govt. Junior College Pathikonda KurnoolAndhra Pradesh-518380,745467.00
6,2008-2009,Andhra Pradesh,010260244,Abba Aims Society,D No 32-14-10A Kanchana ComplexMogalrajapuram Vijayawada,0.00
7,2008-2009,Andhra Pradesh,010180233,ABDUL KALAM MINORITY EDUCATIONAL SOCIETY,Ashramam Street.Chinthalapudi534460,0.00
8,2008-2009,Andhra Pradesh,010120244,Abhyudaya Integrated Rural Development Society,D.No.8-1465 Kamban Chetla Veddhi Kalyandurg Anantapur -515867,0.00
9,2008-2009,Andhra Pradesh,010330074,Abhyudaya Seva Samithi,Baker GardenOngle Distt. Prakasam Andhra Pradesh  -523001,0.00
10,2008-2009,Andhra Pradesh,010350091,Abode of Peace,"THIRD FLOOR 43-36-12 DONDAPARTHY JUNCTION 
RAILWAY STATION ROAD 
VISAKHAPATNAM 530016VISAKHAPATNAM530016",939552.36
11,2008-2009,Andhra Pradesh,010310049,Abundant Life Ministerial Associates,Fateekhanpet Pusalaya Street Dist: NelloreAndhra Pradesh-524003,7305247.00
12,2008-2009,Andhra Pradesh,010180217,ABUNDANT LIFE MINISTRIES,VENKATRAMA BAGHCHINTALAPUDI534460,537840.00
13,2008-2009,Andhra Pradesh,010120169,Abyudaya Uvajana Sangham,Sreeranga Rajula Palli Parigi (Mandal)Anantapur Distt. (A.P.)-515212,0.00
14,2008-2009,Andhra Pradesh,010170157,Academicians Association for Liberation Peace and Education,Door no.15-4-5/4Luthergiri Campus Rajahmundry East GodavariAndhra Pradesh-533105,0.00
15,2008-2009,Andhra Pradesh,010230053,Academy of Gandhian Studies,18-3-49 Santi Nagar K T Road TirupatiChittoor517507,5660553.00
16,2008-2009,Andhra Pradesh,010190215,Academy of Rural Children's Health and Integrated Educational Soceity,Balaji Rao Peta IInd Line TenaliGuntur. Andhra Pradesh-522201,0.00
17,2008-2009,Andhra Pradesh,010120029,Accion Fraterna Trust,Accion Fraterna  Banglore High Way AnantpurAndhra Pradesh-515001,41886777.00
18,2008-2009,Andhra Pradesh,010180097,Action,"Krushna Sadan
Dr.Meda Ranga Prasada Rao Gardens
HUKUMPET P.O.
RAJAMAHENDRAVARAMRAJAMAHENDRAVARAM533106",4832316.50
19,2008-2009,Andhra Pradesh,010180009,Action for Development,DNO.2-6-25/1 Rama Rao Pet Tadipalligudam West Godavari A.P.-534101,9056387.00
20,2008-2009,Andhra Pradesh,010350101,Action for Fisher People's Awareness And Involvement,C-11 Prince Apartments  Marripalem P.O.Visakhapatnam (Andhra Pradesh)-530018,13334542.00
21,2008-2009,Andhra Pradesh,010190143,Action for integrated Rural and Tribal Development Social Service Society,AthotaGuntur522306,3932688.00
22,2008-2009,Andhra Pradesh,010160318,Action for Rayalaseema Rural Integrated Development Seva Niketan,Door No. 1/250-1 Chinnachowk Cuddapah (Andhra Pradesh) -516002,146821.00
23,2008-2009,Andhra Pradesh,010270164,Action for Rural Development,79/10-161 Krishna Nagar B-Camp KurnoolAndhra Pradesh-518002,0.00
24,2008-2009,Andhra Pradesh,010180126,Action for Welfare and Awakening in Rural Development,D.No. 6-55A Parimpuri PO Koyala  West GodavariAP-534312,21750.00
25,2008-2009,Andhra Pradesh,010120077,Action for Welfare and Awakening in Rural Environment Association,Door No.12-8005th Cross Sai Nagar AnantapurAndhra Pradesh-515001,0.00
26,2008-2009,Andhra Pradesh,010160226,Action in Development,L.M. Compound Pulivendla CuddapahAP-516390,0.00
27,2008-2009,Andhra Pradesh,010340028,Action in Rural Technology and Services,Chandraiahpeta St Amadalavalasa SrikakulamA.P.-,3048773.00
28,2008-2009,Andhra Pradesh,010180128,Action Water India,JP Road Bhimavaram West GodavariAP-534202,2699688.00
29,2008-2009,Andhra Pradesh,010330148,Adarasha Mitra Mandali,Dattu Buildings Inkollu PrakasamAndhra Pradesh-523167,0.00
30,2008-2009,Andhra Pradesh,010180213,Adarsa Educational Society,Raghava Puram (p&V) Chintalapudi Mandal EluruWest Godavari Andhra Pradesh-534460,11619.00
31,2008-2009,Andhra Pradesh,010120066,Adarsa Rural Integrated Development Society,Door No.3/37 Agraharam Village & Post  Office Bakkaputnum Mandal`Distt. Anantapur A.P.-,2020250.00
32,2008-2009,Andhra Pradesh,010120024,Adarsh Community Development Trust,11/270 Aravinda Nagar AnantpurAndhra Pradesh-,5751937.00
33,2008-2009,Andhra Pradesh,010270175,Adarsha Educational and Rural Development Society,H.No.30-159 Gopal Nager Nandyal KurnoolAndhra Pradesh-518501,0.00
34,2008-2009,Andhra Pradesh,010270151,Adarsha Educational Society,H. No. 7-72-8 Nadagadda St. NandyalKurnool District -518501,0.00
35,2008-2009,Andhra Pradesh,010120263,Adarsha Rural Development and Training Society,Main Bazar KodikondaChilamathur Mandal515601,0.00
36,2008-2009,Andhra Pradesh,010270141,Adarsha Rural Development Society,H.No.49-50 A 33 BSree Ram Nagar Kurnool Andhra Pradesh-518002,0.00
37,2008-2009,Andhra Pradesh,010190170,Adarsha Rural Development.Society,H.No.17-1-120/A Dafuumalli Vari St PO Bapatla GunturA.P.-522101,0.00
38,2008-2009,Andhra Pradesh,010330081,Adarsha Rural Health & Economic Development Society,H.No.7-9-4 Lawyerpet   Ongle Andhra Pradesh  -523002,749594.00
39,2008-2009,Andhra Pradesh,010190304,Aditya Educational Academy,D. No. 11-280 Telecom Nagar II Lane Amravathi RoadGuntur (Andhra Pradesh)-522034,273040.00
40,2008-2009,Andhra Pradesh,010350077,Adivasi Abhivruddi Samskruthika Sangam,Araku Colony Hattaguda Vill Visakhapatnam Andhra Pradesh-531149,0.00
41,2008-2009,Andhra Pradesh,010350193,Adivasi Mitra Welfare society,C-24 ITDA Quarters Paderu Distt: VisakhapatnamAndhra Pradesh-531024,0.00
42,2008-2009,Andhra Pradesh,010270085,Adoni Area rural Development Initiatives Programme    AARDIP,"Ambedkar Gnanakendram
LP No.53/86 
Manjunatha Estate 
Aspari Road
ADONI-518301ADONI518301",11205681.00
43,2008-2009,Andhra Pradesh,010310206,Advanced Institute of Counselling and Human Relations,8/937 Railway Feeders Road NelloreAndhra Pradesh-,1528699.00
44,2008-2009,Andhra Pradesh,010170052,AELC Shanti Parishadhana Patshala Lutherigiri,Rajah Mundary Distt. East Godavari Andhra Pradesh. -,56812.00
45,2008-2009,Andhra Pradesh,010140240,Akshaya Kshetram,18-1-90/A Yasoda Ng KT Road Tirupati ChittoorAP-517507,622321.00
46,2008-2009,Andhra Pradesh,010310209,Al huda Educational Society,O/o Sree Netaji High School Near MRO Office Podalakur (PO&M)Nellore (Andhra Pradesh)-524345,0.00
47,2008-2009,Andhra Pradesh,010270160,Al Madeenah Educational and Welfare Society,H. No. 11-129 E4.1Abbas Nagar KurnoolAndhra Pradesh-518002,0.00
48,2008-2009,Andhra Pradesh,010160403,Al Mohammadiya Bythulmaal Association,2/552 Eswarsingh StreetNagarajapet CuddapahAndhra Pradesh-516001,0.00
49,2008-2009,Andhra Pradesh,010160203,Al-Ameen Society,Gandhi Rd Vempalle CuddapahAP-516329,0.00
50,2008-2009,Andhra Pradesh,010190236,Al-Madina Muslim Education and Cultural Assoication,M.V. Raju Palem Karlapalem (post & mandal)Guntur Andhra Pradesh.-522111,0.00
51,2008-2009,Andhra Pradesh,010160394,Al-Shifa Minority Institute for Mentally Retarded and Old Aged,D.No.2/400-7 R.S.Road Nagarajpet CuddapahAndhra Pradesh-516001,0.00
52,2008-2009,Andhra Pradesh,010330072,Alivelu Mangamma Mahaila Mandali,Daivalaravuru Korisapadu Mandal Distt. Prakasam Andhra Pradesh  -,0.00
