S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2018-2019,Madhya Pradesh,063210012,AAdharshila Sansthan,Post Box No.11  Marutal DamohDamoh470661,174326186.00
2,2018-2019,Madhya Pradesh,063470006,Anupama Education Society,Bharhut Nagar  SatnaMP-485001,0.00
3,2018-2019,Madhya Pradesh,063230009,Asra Samajik Lok Kalyan samiti Dewas,21/3 Moti Banglow ColonyDewas455001,0.00
4,2018-2019,Madhya Pradesh,063210013,Atma Vikas Sanstha,P.B.No.30 Civil Line Mission ColonyDamoh-470661,9813222.00
5,2018-2019,Madhya Pradesh,063310032,Board of Secondary Education & Teachers Training,2722 Napier Town JabalpurMP.-,0.00
6,2018-2019,Madhya Pradesh,063230008,Bright Star Muslim Association,42-43 Indra Nagar DewasMadhya Pradesh-455001,0.00
7,2018-2019,Madhya Pradesh,063280011,Centre for Integrated Development,101 Shivalik Appartment Laxmibai ColonyPadav Gwalior474002,11199240.11
8,2018-2019,Madhya Pradesh,063310005,Christa Panthi Ashram Rural Development Project,Darsani Sihora  JabalpurMP-483225,100000.00
9,2018-2019,Madhya Pradesh,063310016,Christia Panthy Ashram,Darshni Sihora  JabalpurMP-483225,1089454.00
10,2018-2019,Madhya Pradesh,063210014,Christian Medical & Training Centre,Bethlehem Bible College Campus DamohMadhya Pradesh.-470661,65246276.00
11,2018-2019,Madhya Pradesh,063120017,Community Development Centre,Opposite Maharishi Vidhya Mandir Near Lodhi HostelBhagera Balaghat481001,3772111.00
12,2018-2019,Madhya Pradesh,063300108,CONCEPT SOCIETY,101AHILYA NAGAR MAINANNAPURNA ROADINDORE452009,0.00
13,2018-2019,Madhya Pradesh,063140005,Dayanand Sewashram Sangh,Vill : Barbatpur  Teh: ShahpurBetul M P-460440,0.00
14,2018-2019,Madhya Pradesh,063160187,Debate Lok Nyas,C-2 by 2 AlkapuriBhopal462021,0.00
15,2018-2019,Madhya Pradesh,063460033,Dev Sarvodaya Samiti,Vallabhav Nagar Ward Sagar (M.P.) 470002Sagar470002,0.00
16,2018-2019,Madhya Pradesh,063310021,Diocese of Jabalpur,968 North Civil Lines  JabalpurMP-482001,1000000.00
17,2018-2019,Madhya Pradesh,063340019,Education Park Society,Education Park Kodla Khargone Road BhikangaonBhikangaon451331,0.00
18,2018-2019,Madhya Pradesh,063160162,Ekikrat Samajik Suraksha Chetna Sansthan,158 Sector - 1 Shakti NagarBhopal462024,0.00
19,2018-2019,Madhya Pradesh,063280048,Gajanand Shiksha Evam Samaj Kalyan Samiti,281 Kamanipul Laxmiganj LashkarGWALIOR474001,0.00
20,2018-2019,Madhya Pradesh,063140017,Gram Bharati Mahila Mandal,M.Q.No. 334 Shobhapur colony Pathakhere(W.C.L.)Betul Madhya Pradesh-460449,0.00
21,2018-2019,Madhya Pradesh,063290001,Gram Seva Samiti,PO Raisalpur Hosangabad -461001,0.00
22,2018-2019,Madhya Pradesh,063120007,Gramin Vikas Mandal,P O Bhaikemara Teh. BaiharDistt.. Balaghat M P-,0.00
23,2018-2019,Madhya Pradesh,063190015,Gramin Vikas Mandal,bagga tyre ke pass Shribastav colony ChhindwaraMadhya Pradesh-480002,0.00
24,2018-2019,Madhya Pradesh,063140012,Gramin Vikas Sanstha,222 Pinjara Mohalaa Chicholi BetulMadhya Pradesh-460330,2664628.00
25,2018-2019,Madhya Pradesh,063510005,Happydays Shiksha Samiti,PO- Kathamill Town/City:Shivpuri Distt: ShivpuriMadhya Pradesh-473551,490819.00
26,2018-2019,Madhya Pradesh,063600004,Holistic Action Research and Development (HARD),271 Nigwani Road KotmaDistt: Anuppur Madhya Pradesh-484334,2142855.00
27,2018-2019,Madhya Pradesh,327490004,HOSPITALLER BROTHERS OF ST  JOHN OF GOD SOCIETY,"ST JOHNS HEALTH CENTRE DESHGAON KHANDWA DIST 
EAST NIMAR MADHYA PRADESH PIN 450771KHANDWA450771",6461344.00
28,2018-2019,Madhya Pradesh,063300047,Indian Institute of Social Development,Annapurna Road 73 Mishra Nagar IndoreMP-,0.00
29,2018-2019,Madhya Pradesh,063300144,INDORE SOCIETY FOR MENTALLY CHALLANGED,18 A.B. Road Near M.G.M. Medical College.Indore452001,1529200.00
30,2018-2019,Madhya Pradesh,063190010,Instt. for Development of Youth Women & Child Development,Amarwara ChhindwaraM.P.-480221,0.00
31,2018-2019,Madhya Pradesh,063160128,Integrated Development Organisation,11/A Swagat Bungalows Nayapura Kolar RoadBhopal M.P.-462042,0.00
32,2018-2019,Madhya Pradesh,063140018,Jagrati Gramothan Samitee,E.L.C. Hostel Near Bus Stand Kothi Bazar PO- BetuDistt: Betul Madhya Pradesh-460001,0.00
33,2018-2019,Madhya Pradesh,063370016,JAGRATI SAMAJSEVA SAMITI,RAM NAGAR MORENAMORENA476001,0.00
34,2018-2019,Madhya Pradesh,063140020,Jai Narayan Sarvodaya Vidyalaya Samiti,Village-Karajgaon PO-Rondha District- BeturMadhya Pradesh-460001,0.00
35,2018-2019,Madhya Pradesh,063340017,Jyotirmay Sewa Samiti,86 M.G. RoadBarwaha451115,665043.00
36,2018-2019,Madhya Pradesh,063340004,Karuna Hospital,Sendhwa KhargaonMP-451666,0.00
37,2018-2019,Madhya Pradesh,063300007,Kasturba Gandhi National Memorial Trust,Kasturba Gram IndoreM.P.-452020,716591.00
38,2018-2019,Madhya Pradesh,063270015,Lions Club Guna City Parmarthik Trust,BEHIND KAMLA PETROL PUMP A B ROAD GUNAGuna473001,0.00
39,2018-2019,Madhya Pradesh,063160240,MADHYA PRADESH VIPASSANA SAMITI,E-1/82  ARERA COLONY BHOPAL-462016BHOPAL462016,0.00
40,2018-2019,Madhya Pradesh,063160146,Mahashakti Seva  Kendra,E2/114 Arera Colony  BhopalMadhya Pradesh-,0.00
41,2018-2019,Madhya Pradesh,063160061,Mahila Bal Vikas Samiti,53 Vikrampura   B.T.I. RoadBhind             -477001,0.00
42,2018-2019,Madhya Pradesh,063180006,Mahila Samiti,50 New Colony ChhatarpurM. P.-,1298868.00
43,2018-2019,Madhya Pradesh,063270008,Millennium Samaj Kalyan Evam Shiksha Prasar Samiti,21/124 Mathur Colony GunaMadhya  Pradesh-473001,0.00
44,2018-2019,Madhya Pradesh,063160029,Miriam Society,E-6 Arera Colony  Bhopal                 -462016,0.00
45,2018-2019,Madhya Pradesh,063140030,Navodit Gram Utthan Mahila Evam Bal Vikas Samiti,"REGD. ADD: BATKIDOH GHORADONGARI BETUL
PRESENT ADD: CL SAHU NIVAS VINOBA WARD BHAGGUDHANABetul460001",0.00
46,2018-2019,Madhya Pradesh,063430004,Neenv Social Welfare Association (NSWA),Gulkheri SaansiNarsinghgarh465683,0.00
47,2018-2019,Madhya Pradesh,063310088,New Creation Charitable Society,Raksha Nagar H.NO.136J.D.A. Colony Bada Patthar Ranjhi482005,31103.00
48,2018-2019,Madhya Pradesh,063290004,Pentecoastal Church of God,PB No. 63 Deshbandhupura ItarsiHosangabad (M.P.)-461111,0.00
49,2018-2019,Madhya Pradesh,063140015,Pragati Grameen  Vikas Sanstha,Mahavir Ward Baraskar Colony BetulBetul460001,0.00
50,2018-2019,Madhya Pradesh,063160004,Prasoon,Madhya Pradesh Gandhi Bhawan Shyamala HillsBhopal-462002,4097620.00
51,2018-2019,Madhya Pradesh,063160179,Prime education society,D1Danish nagarHoshangabad roadbhopal462024,0.00
52,2018-2019,Madhya Pradesh,063160160,PRIYANSHI EDUCATIONAL CULTURAL AND SOCIAL SOCIETY,H.No. 38 Choubdarpura Road GinnouriTalliya462001,0.00
53,2018-2019,Madhya Pradesh,063270016,QASMI EDUCATION AND WELFARE SOCIETY,29/162 Qasmi Campus Ghosia puraGuna473001,0.00
54,2018-2019,Madhya Pradesh,063160184,RAJEEV SMRITI GAS PIDIT PUNARWAS KENDRA,OLD CLAIM COURT BUILDING MLA QUARTERS RANGMAHAL NEW MARKETBHOPAL462003,0.00
55,2018-2019,Madhya Pradesh,063520013,RAJMATA SINGRAULI LATE CHUN KUMARI SEWA SANSTHAN,SINGRAULI KOTHI COMPLEXSingrauli486886,232229.00
56,2018-2019,Madhya Pradesh,063300112,RAMAKRISHNA MISSION,KILA MAIDANINDORE452006,2799557.00
57,2018-2019,Madhya Pradesh,063280003,Ramakrishna Mission Ashrama,"Ramakrishna Mission Ashrama
Po - Ramakrishna Puri ThatipurGwalior474011",878854.00
58,2018-2019,Madhya Pradesh,063120016,Revival Tabernacle Fellowship,Ward No. 11 ITI Road Mission Compound BalaghatMadhya Pradesh-481001,0.00
